GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8
CHLRE_16g658750v5		0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g658775v5		1,1,1,1,1	3,3,3,3,4	3,3,3,3,3	2,2,2,2,2	2,2,2,2,3	1,1,1,1,1	1,2,2,2,2	4,4,4,4,4
CHLRE_16g658800v5		79,83,86,90,93	2,2,3,3,3	0.6,0.6,0.6,0.6,0.6	0.6,0.8,0.9,1,1	25,26,27,28,29	168,170,173,175,178	163,168,173,179,184	153,159,165,171,177
CHLRE_16g658850v5		3,3,3,3,3	5,5,6,6,6	12,13,14,15,16	7,7,7,8,8	8,8,8,8,8	4,5,5,5,5	8,8,9,9,10	18,18,19,20,20
CHLRE_16g658900v5		9,9,9,9,10	3,3,3,3,3	3,3,3,3,3	5,5,5,5,5	9,9,9,9,9	7,7,7,7,7	8,8,8,8,9	3,3,3,3,3
CHLRE_16g658926v5		0,0,0,0,0.1	0,0,0.1,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1
CHLRE_16g658950v5		5,5,5,6,6	2,2,2,2,2	1,1,2,2,2	2,2,2,3,3	4,4,4,4,4	3,3,3,4,4	3,3,3,3,4	2,2,2,2,2
CHLRE_16g659000v5		3,3,3,3,4	2,2,3,3,3	5,5,5,5,5	4,4,4,4,4	4,4,4,4,4	3,3,3,3,3	2,2,2,2,3	4,5,5,6,6
CHLRE_16g659050v5		4,4,4,4,4	1,1,1,1,1	1,1,1,1,1	7,7,7,7,7	2,2,2,2,2	3,3,3,3,3	3,3,3,3,3	1,1,1,1,1
CHLRE_16g659100v5		3,3,4,4,4	9,9,10,10,10	3,3,3,3,3	3,3,3,3,3	4,4,4,4,4	9,9,9,9,9	9,9,9,10,10	13,13,13,13,13
CHLRE_16g659150v5		14,14,15,15,15	18,19,20,20,21	7,7,7,7,7	5,5,5,6,6	13,13,13,13,13	15,15,15,15,16	21,21,22,23,23	17,17,17,18,18
CHLRE_16g659200v5		4,4,4,4,4	3,3,4,4,4	4,4,4,4,4	5,5,5,5,5	4,4,4,4,4	4,4,4,4,4	4,4,4,4,4	4,4,4,4,4
CHLRE_16g659250v5		35,37,38,40,41	16,18,19,21,22	16,16,17,18,18	21,23,24,26,27	36,36,36,36,36	21,21,22,23,23	31,33,36,38,40	61,63,66,68,70
CHLRE_16g659300v5		17,17,18,18,18	9,9,10,10,11	7,8,8,9,9	7,8,8,8,8	12,12,12,12,12	28,28,28,28,28	41,41,41,41,41	24,28,31,34,38
CHLRE_16g659350v5		51,51,51,51,51	97,98,99,100,101	96,98,99,101,103	68,69,71,72,74	69,69,69,69,69	56,56,57,58,59	58,59,60,61,62	68,70,72,74,76
CHLRE_16g659400v5		44,44,45,46,47	42,43,44,44,45	59,61,63,66,68	58,58,59,59,59	54,54,54,55,55	40,41,41,41,41	38,38,38,38,38	49,49,50,51,51
CHLRE_16g659450v5		3,3,3,3,3	0.7,0.7,0.7,0.7,0.8	1,1,2,2,2	2,2,2,2,2	3,3,3,3,3	6,6,6,6,6	5,6,6,6,7	6,6,6,7,7
CHLRE_16g659500v5		3,4,4,4,4	5,5,5,5,5	4,4,4,4,4	4,4,4,5,5	4,4,5,5,5	3,4,4,4,4	4,4,4,4,4	5,5,5,5,5
CHLRE_16g659550v5		2,2,2,2,3	0.4,0.4,0.5,0.5,0.5	0.9,0.9,0.9,0.9,0.9	2,2,2,2,2	2,2,2,2,2	3,3,3,3,3	3,3,3,3,3	2,2,2,2,2
CHLRE_16g659600v5		7,8,9,9,10	6,6,6,7,7	1,1,1,1,1	4,4,4,4,4	1,2,2,2,2	9,9,9,9,9	10,10,11,11,12	8,9,9,9,9
CHLRE_16g659650v5		4,4,4,4,4	1,1,1,2,2	2,2,2,2,2	2,2,2,2,3	3,3,3,3,4	2,2,2,2,3	2,2,2,2,3	1,1,1,1,2
CHLRE_16g659667v5		4,4,4,4,5	14,15,15,16,16	8,9,9,10,10	1,1,1,1,1	14,14,14,14,14	6,6,7,7,8	14,14,14,15,15	17,18,18,19,19
CHLRE_16g659700v5		262,274,286,298,310	912,922,932,942,952	448,468,488,508,529	79,84,89,94,99	761,770,779,789,798	321,325,328,332,336	578,590,603,615,627	644,685,725,766,806
CHLRE_16g659750v5		0.5,0.6,0.6,0.7,0.7	5,5,5,6,6	4,4,4,4,4	0.1,0.1,0.1,0.2,0.2	9,9,10,10,10	0.4,0.4,0.4,0.4,0.4	0.7,0.7,0.8,0.8,0.8	0.9,0.9,0.9,0.9,1
CHLRE_16g659800v5		1,2,2,2,2	0.5,0.5,0.5,0.5,0.5	5,5,5,6,6	12,12,13,13,13	4,4,4,4,4	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1
CHLRE_16g659850v5		13,14,15,15,16	4,4,4,4,4	2,2,2,2,2	19,19,19,20,20	4,4,4,4,4	16,17,17,17,17	11,12,13,14,15	11,12,12,12,13
CHLRE_16g659900v5		31,31,31,32,32	18,19,20,21,22	25,25,25,25,25	51,52,52,53,54	21,22,22,23,24	37,37,37,38,38	38,38,39,40,41	40,40,40,40,40
CHLRE_16g659950v5		315,317,319,321,323	34,34,34,34,34	69,70,71,72,73	461,475,490,504,518	115,118,120,122,124	258,263,268,273,278	204,214,224,233,243	186,195,203,212,221
CHLRE_16g660000v5		47,47,48,48,48	38,39,40,40,41	44,45,46,47,48	67,67,68,68,69	47,47,48,48,49	36,36,36,36,36	31,31,31,31,32	32,33,34,35,35
CHLRE_16g660024v5		4,4,4,4,5	5,5,5,5,6	4,4,5,5,5	5,5,5,5,6	7,8,8,8,9	4,4,4,4,5	5,5,5,6,6	5,5,5,6,6
CHLRE_16g660050v5		2,2,2,2,2	11,12,13,14,15	14,14,15,15,16	0.3,0.3,0.4,0.4,0.5	17,17,18,18,19	1,1,1,1,1	3,3,3,3,3	4,5,5,5,5
CHLRE_16g660100v5		4,5,5,5,5	4,4,4,4,4	2,2,2,3,3	3,3,4,4,4	5,5,5,5,5	6,6,6,6,6	5,5,6,6,7	4,4,4,4,4
CHLRE_16g660150v5		1468,1470,1473,1476,1478	1165,1168,1171,1174,1177	1361,1422,1484,1545,1607	1596,1622,1647,1672,1698	1451,1468,1486,1503,1521	1403,1411,1419,1427,1435	1382,1402,1421,1441,1460	1256,1276,1296,1316,1336
CHLRE_16g660225v5		13,14,14,15,16	5,5,5,6,6	6,7,7,8,8	3,3,3,3,3	11,11,12,12,12	8,8,8,8,8	8,9,9,10,10	13,15,16,17,18
CHLRE_16g660300v5		3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	2,2,2,3,3	2,2,2,2,2	2,2,2,2,2
CHLRE_16g660331v5		0.6,0.6,0.6,0.6,0.6	0.2,0.2,0.3,0.3,0.4	0.3,0.3,0.3,0.3,0.3	0.5,0.6,0.6,0.7,0.8	0.9,0.9,0.9,0.9,0.9	1,1,1,1,1	1,2,2,2,2	0.9,0.9,0.9,1,1
CHLRE_16g660350v5		1,2,2,2,2	9,9,10,10,10	3,3,3,3,3	0.4,0.5,0.5,0.5,0.5	5,5,5,5,5	3,3,3,4,4	4,5,5,5,6	7,7,7,7,7
CHLRE_16g660390v5		3,4,4,4,4	7,7,7,7,7	7,7,7,7,7	6,6,6,6,6	5,5,5,5,5	5,6,6,6,6	5,6,6,7,7	9,9,9,9,9
CHLRE_16g660430v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g660470v5		0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.3,0.3,0.3	0.5,0.5,0.6,0.6,0.7	0,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g660550v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g660601v5		0.7,0.8,0.8,0.8,0.8	2,2,2,2,2	1,1,1,1,1	0.5,0.6,0.6,0.7,0.7	1,1,1,1,1	0.9,0.9,1,1,1	0.9,1,1,1,1	0.9,0.9,1,1,1
CHLRE_16g660651v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g660700v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.2,0.3,0.4,0.5	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g660750v5		5,5,5,6,6	3,3,3,3,3	0.6,0.6,0.6,0.6,0.7	0.3,0.3,0.3,0.3,0.3	3,3,3,3,3	14,14,15,16,16	14,15,16,17,17	21,21,21,22,22
CHLRE_16g660800v5		11,12,12,13,14	27,28,28,29,29	24,24,25,25,26	22,22,22,23,23	9,9,9,9,9	15,15,15,15,15	18,18,18,18,18	15,16,16,17,17
CHLRE_16g660850v5		16,16,16,16,16	7,7,7,8,8	4,4,5,5,5	10,10,10,10,10	15,15,16,16,17	12,12,13,14,14	9,9,10,11,11	6,6,6,6,6
CHLRE_16g660900v5		15,15,15,15,15	4,4,4,4,4	4,4,4,4,4	6,6,6,7,7	13,13,14,14,14	13,14,14,14,14	17,17,17,17,17	8,8,8,9,9
CHLRE_16g660951v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1
CHLRE_16g661000v5		16,17,18,19,21	0.9,1,1,1,1	21,22,23,24,25	22,22,23,23,23	49,49,50,50,50	2,2,2,3,3	0.7,0.8,0.8,0.8,0.8	0.2,0.2,0.2,0.2,0.2
CHLRE_16g661050v5		1458,1462,1467,1471,1476	1199,1202,1205,1208,1210	1317,1382,1447,1513,1578	1457,1492,1526,1561,1596	1463,1484,1505,1526,1546	1315,1331,1346,1362,1378	1290,1307,1324,1341,1358	1192,1194,1196,1199,1201
CHLRE_16g661100v5		44,46,48,49,51	9,9,9,9,10	6,7,7,7,8	15,15,15,15,16	29,30,31,31,32	39,39,39,39,40	38,38,38,38,38	16,16,16,17,17
CHLRE_16g661150v5		14,15,15,16,16	14,15,15,16,17	11,11,12,12,13	12,12,12,12,12	13,13,13,13,13	27,28,28,29,29	26,27,28,28,29	26,27,27,28,28
CHLRE_16g661200v5		11,13,15,18,20	0,0.1,0.1,0.1,0.1	0.3,0.4,0.4,0.4,0.5	2,2,2,2,2	24,24,25,25,25	3,4,4,5,5	2,2,2,3,3	0.1,0.2,0.2,0.2,0.3
CHLRE_16g661250v5		9,9,9,9,9	9,9,9,9,10	8,8,9,9,10	6,6,7,7,7	12,13,13,13,13	10,10,10,10,11	11,11,11,11,11	10,10,11,11,11
CHLRE_16g661300v5		7,8,8,9,10	4,5,5,5,5	3,4,4,4,4	5,5,6,6,6	12,12,12,12,12	6,6,6,6,6	7,8,8,8,8	5,5,5,6,6
CHLRE_16g661350v5		17,17,17,17,17	4,4,4,4,4	11,12,13,14,15	37,38,39,41,42	11,11,11,11,11	14,14,14,14,14	10,11,11,11,12	7,7,8,8,8
CHLRE_16g661400v5		1,1,1,1,1	5,5,5,5,5	2,2,2,2,2	1,1,1,1,1	3,3,3,3,3	2,2,2,2,3	3,3,3,3,3	4,4,4,4,4
CHLRE_16g661450v5		8,8,9,9,10	5,5,6,6,6	0.4,0.4,0.4,0.4,0.4	0.2,0.2,0.2,0.2,0.3	4,5,5,5,5	28,28,28,29,29	23,24,24,24,25	31,32,33,35,36
CHLRE_16g661500v5		18,19,19,20,20	9,9,10,10,10	6,6,6,7,7	13,14,14,14,15	37,37,38,38,38	13,13,14,14,14	8,8,9,9,9	6,6,7,7,7
CHLRE_16g661550v5		19,19,19,20,20	13,14,14,15,15	5,5,5,6,6	13,13,13,14,14	9,10,10,10,10	21,21,21,21,21	17,18,19,19,20	18,18,18,19,19
CHLRE_16g661588v5		3,3,3,3,3	4,4,4,4,4	1,1,1,1,1	1,1,1,1,1	0.9,0.9,0.9,0.9,1	4,4,4,4,5	4,4,4,5,5	5,5,5,5,5
CHLRE_16g661626v5		150,151,152,153,154	139,148,157,166,175	194,196,197,199,200	143,147,151,155,158	248,251,255,258,262	142,142,142,142,143	153,159,164,170,176	200,202,204,206,208
CHLRE_16g661638v5		160,164,168,171,175	146,154,163,172,181	213,217,222,226,231	167,172,177,182,186	245,249,253,257,261	148,152,156,160,164	176,181,187,192,197	221,222,224,225,226
CHLRE_16g661650v5		4,4,4,4,4	4,4,5,5,5	3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	5,5,5,5,5	6,6,6,6,6	3,3,4,4,4
CHLRE_16g661700v5		13,13,13,13,13	12,12,12,13,13	9,10,10,10,11	11,11,11,11,11	16,16,16,16,17	13,14,14,14,14	10,10,11,11,11	15,15,15,15,15
CHLRE_16g661750v5		0,0,0,0,0	0,0,0,0,0	0.4,0.4,0.5,0.5,0.5	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1
CHLRE_16g661800v5		5,6,6,6,6	9,9,9,10,10	4,4,5,5,6	6,6,6,6,6	6,7,7,7,7	8,9,9,9,9	7,7,8,8,8	10,11,11,12,12
CHLRE_16g661850v5		0,0,0,0,0	0,0,0,0,0	0.5,0.5,0.6,0.7,0.8	0.7,0.7,0.8,0.8,0.9	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g661876v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g661900v5		14,14,14,15,15	27,27,27,28,28	13,13,14,14,14	9,9,9,9,9	6,7,7,7,8	15,15,16,16,16	16,16,17,18,18	22,22,22,22,22
CHLRE_16g661950v5		8,8,8,8,8	1,2,2,2,2	0.7,0.7,0.7,0.7,0.7	0.8,0.9,0.9,1,1	3,3,3,3,3	9,10,10,11,11	11,12,12,12,13	10,10,10,10,11
CHLRE_16g661976v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0
CHLRE_16g662000v5		29,30,31,31,32	18,18,19,20,20	1,1,2,2,2	4,4,4,4,4	5,5,5,5,5	36,36,36,37,37	48,49,51,52,54	45,46,46,47,48
CHLRE_16g662052v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g662100v5		0,0,0.1,0.1,0.1	0,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
CHLRE_16g662150v5		18,18,18,18,19	2,3,3,3,3	5,5,6,6,6	33,33,34,34,34	8,9,9,10,10	21,21,21,21,21	16,17,17,17,18	11,11,12,12,13
CHLRE_16g662200v5		14,15,15,16,16	24,24,24,24,24	13,13,13,13,13	19,20,20,20,21	8,8,9,9,9	20,20,20,20,20	14,14,15,15,15	27,27,28,28,28
CHLRE_16g662250v5		20,20,20,20,21	34,34,35,35,35	30,30,31,31,31	17,17,17,17,17	28,29,30,31,32	16,16,17,17,17	17,17,17,18,18	20,21,22,22,23
CHLRE_16g662300v5		26,26,27,28,29	42,42,43,44,45	25,26,26,27,28	24,24,24,25,25	23,23,23,23,23	30,32,33,34,36	31,31,31,31,31	38,38,39,39,39
CHLRE_16g662350v5		0.9,0.9,0.9,0.9,1	3,3,3,3,3	3,3,3,3,3	0.6,0.6,0.6,0.6,0.7	2,2,3,3,3	0.9,0.9,0.9,0.9,0.9	1,1,1,1,1	1,1,1,1,1
CHLRE_16g662450v5		2,2,2,3,3	1,2,2,2,2	1,1,1,1,1	1,1,1,2,2	2,2,2,2,2	2,2,2,3,3	3,3,3,3,3	2,2,2,2,2
CHLRE_16g662500v5		4,4,4,4,4	11,11,11,12,12	11,11,12,12,12	4,5,5,5,5	4,4,4,5,5	4,4,4,4,4	6,6,6,6,6	5,5,5,5,5
CHLRE_16g662550v5		6,7,7,7,7	34,35,36,36,37	14,14,14,14,14	5,5,6,6,6	13,13,14,14,15	14,14,14,15,15	15,16,17,18,19	29,29,29,29,30
CHLRE_16g662600v5		8,8,8,8,8	0,0,0.1,0.1,0.1	1,1,1,1,1	6,6,6,7,7	6,7,7,7,7	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	0.4,0.5,0.5,0.5,0.6
CHLRE_16g662650v5		2,2,2,2,2	1,1,1,1,2	2,2,2,2,3	4,4,4,4,4	1,1,1,1,1	1,1,1,1,1	0.8,0.9,0.9,1,1	0.3,0.4,0.5,0.5,0.6
CHLRE_16g662702v5		40,41,43,44,46	243,247,251,255,259	133,133,133,133,133	65,67,70,72,74	34,36,37,39,40	50,51,51,52,52	46,48,49,51,53	76,76,77,77,77
CHLRE_16g662750v5		11,11,11,12,12	7,7,7,7,7	7,7,7,8,8	11,11,11,11,11	15,15,15,15,15	10,10,10,10,10	8,8,8,8,9	6,7,7,7,7
CHLRE_16g662800v5		15,15,15,15,15	17,18,18,19,19	11,11,11,12,12	10,10,10,10,10	12,13,13,14,14	15,16,16,17,17	15,15,15,16,16	14,14,14,15,15
CHLRE_16g662852v5		8,8,8,8,9	13,13,13,13,14	5,5,6,7,8	8,8,8,8,8	8,9,9,10,11	12,12,12,12,12	10,10,11,11,11	11,12,12,12,13
CHLRE_16g662902v5		11,11,11,11,11	11,11,11,11,11	9,9,9,9,9	10,10,10,10,10	8,9,9,9,10	13,13,13,13,13	11,12,12,12,13	13,13,13,13,13
CHLRE_16g662950v5		4,4,4,4,4	3,3,4,4,4	2,2,2,2,2	3,3,3,3,3	3,3,3,3,3	4,5,5,5,5	3,4,4,4,4	2,2,2,2,2
CHLRE_16g662951v5		0.9,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.4,0.4	0.6,0.7,0.7,0.8,0.9	0.6,0.7,0.8,0.9,1	0.7,0.8,0.8,0.8,0.8	1,1,1,1,1	0.2,0.2,0.3,0.3,0.3
CHLRE_16g663000v5		3,3,3,4,4	1,1,2,2,2	1,1,1,2,2	0.2,0.2,0.3,0.3,0.4	7,7,7,8,8	3,3,3,3,3	5,5,5,5,5	2,2,2,2,2
CHLRE_16g663050v5		3,4,4,4,4	7,7,7,7,7	5,5,5,5,5	3,3,3,3,3	5,5,5,5,5	5,5,5,5,5	5,5,5,5,5	7,7,7,8,8
CHLRE_16g663100v5		16,16,17,17,17	19,20,20,20,21	11,11,11,12,12	10,10,10,10,10	16,16,16,17,17	21,21,21,21,21	21,22,22,23,24	26,27,28,28,29
CHLRE_16g663150v5		10,10,10,10,11	10,10,10,10,11	6,7,7,7,7	9,9,9,9,9	11,12,12,12,12	11,11,11,11,11	12,12,12,12,12	8,8,9,9,9
CHLRE_16g663200v5		63,63,63,63,64	32,32,33,33,33	28,29,29,30,30	38,38,39,39,40	52,52,52,53,53	65,65,66,66,67	72,73,73,73,73	55,57,58,60,62
CHLRE_16g663250v5		0.4,0.4,0.4,0.5,0.5	0.2,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0.2,0.3,0.4,0.4,0.5	0.3,0.3,0.3,0.3,0.3	0.4,0.4,0.4,0.4,0.4	0.1,0.1,0.1,0.1,0.1
CHLRE_16g663280v5		0.5,0.6,0.6,0.6,0.6	0.2,0.3,0.3,0.3,0.3	0.2,0.3,0.3,0.3,0.4	0.3,0.3,0.3,0.3,0.3	0.8,0.9,0.9,0.9,1	0.5,0.5,0.5,0.5,0.6	0.2,0.2,0.3,0.3,0.4	0,0,0.1,0.1,0.1
CHLRE_16g663315v5		12,13,13,14,14	17,18,18,19,20	5,5,6,6,6	7,7,7,7,8	12,12,13,13,13	18,18,19,19,19	15,15,15,15,15	17,17,18,18,18
CHLRE_16g663350v5		13,13,14,14,15	15,16,16,16,16	18,18,19,19,20	16,16,16,16,16	40,40,40,40,40	9,9,9,9,9	11,12,12,12,13	7,7,8,8,8
CHLRE_16g663400v5		29,29,30,31,32	12,12,12,12,12	16,16,16,16,16	41,41,41,42,42	30,30,31,31,32	21,21,21,21,22	17,17,17,18,18	12,13,14,14,15
CHLRE_16g663450v5		8,8,9,9,9	19,21,22,23,25	25,25,26,26,27	20,20,20,20,20	42,42,42,42,43	10,10,11,11,11	13,13,13,14,14	17,18,19,20,20
CHLRE_16g663500v5		18,19,19,19,19	35,36,36,37,38	20,20,21,22,22	12,12,12,12,12	22,22,23,23,24	28,28,28,28,28	21,22,23,24,26	40,40,40,40,40
CHLRE_16g663551v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_16g663600v5		57,58,58,59,59	84,85,86,88,89	76,76,76,77,77	56,57,57,57,58	72,73,74,75,75	64,64,65,65,65	63,63,64,64,65	56,57,57,57,58
CHLRE_16g663650v5		14,15,15,15,16	23,23,24,24,25	12,13,14,15,16	11,11,11,11,12	19,20,20,20,20	26,27,27,27,27	25,26,27,28,29	34,34,35,36,36
CHLRE_16g663700v5		2,2,2,2,3	5,5,5,5,5	2,2,2,2,2	0.7,0.8,1,1,1	2,2,2,2,2	5,5,5,5,5	6,7,7,7,7	6,6,6,6,6
CHLRE_16g663750v5		0,0,0.1,0.1,0.1	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.2,0.2	0.2,0.3,0.3,0.3,0.3	0.7,0.7,0.7,0.7,0.7
CHLRE_16g663776v5		0,0,0,0,0	0,0,0,0,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.2
CHLRE_16g663800v5		59,59,59,59,59	75,76,77,77,78	32,32,32,33,33	35,35,35,35,35	36,36,36,36,36	71,71,71,71,71	83,84,86,87,89	103,104,105,106,107
CHLRE_16g663850v5		2,2,2,2,2	4,4,4,4,4	2,2,2,2,2	1,1,2,2,2	2,2,2,2,2	4,4,4,4,4	6,6,6,7,7	7,7,7,8,8
CHLRE_16g663876v5		1,1,1,2,2	0.8,0.8,0.8,0.8,0.8	1,1,2,2,2	4,5,5,5,5	1,1,1,1,1	2,2,2,2,2	0.8,1,1,1,1	0.6,0.6,0.6,0.6,0.6
CHLRE_16g663900v5		234,236,238,240,242	5,5,5,5,5	50,52,54,55,57	599,602,606,609,613	62,63,65,67,68	173,175,176,177,178	50,54,59,63,67	16,17,19,21,23
CHLRE_16g663950v5		65,65,66,66,67	98,98,98,98,98	71,71,71,72,72	45,46,46,47,48	77,77,77,78,78	82,82,83,83,83	92,96,99,103,107	142,145,148,151,155
CHLRE_16g664000v5		13,13,13,13,13	12,12,12,12,12	4,4,4,5,5	12,13,13,13,14	7,7,8,8,8	14,15,15,15,16	13,13,14,14,14	15,15,15,15,15
CHLRE_16g664050v5		17,17,18,18,19	9,9,10,11,11	19,19,19,19,19	18,18,18,18,18	29,29,29,29,30	11,11,11,11,12	11,12,13,13,14	17,17,17,17,18
CHLRE_16g664100v5		3,3,3,3,3	3,3,3,4,4	0.1,0.1,0.1,0.1,0.1	0,0,0.1,0.1,0.1	0.8,0.8,0.9,0.9,0.9	10,10,10,10,10	8,9,9,9,10	9,9,10,11,11
CHLRE_16g664150v5		10,10,10,10,10	8,8,8,8,8	6,7,7,7,7	6,6,6,6,7	10,10,10,10,11	9,9,9,9,9	9,9,9,10,10	6,7,7,7,7
CHLRE_16g664200v5		8,9,9,9,9	2,2,2,3,3	2,2,2,2,2	4,4,4,4,4	8,8,8,9,9	5,5,5,5,5	4,4,4,4,4	1,1,1,1,1
CHLRE_16g664250v5		13,13,13,14,14	18,19,20,21,21	12,12,13,13,14	10,10,10,11,11	10,10,10,10,10	16,17,17,17,18	19,19,20,20,20	27,27,27,27,27
CHLRE_16g664251v5		0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.3,0.3,0.4	0.2,0.2,0.2,0.2,0.3	0.2,0.2,0.2,0.2,0.3	0.1,0.1,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1
CHLRE_16g664301v5		1,1,1,1,2	2,2,2,2,2	0.2,0.3,0.3,0.3,0.4	0.2,0.2,0.3,0.3,0.3	0.9,0.9,0.9,0.9,0.9	3,3,3,4,4	4,4,4,4,4	7,7,7,8,8
CHLRE_16g664350v5		9,9,10,10,11	9,9,9,10,10	7,8,8,8,9	13,13,13,13,14	13,13,13,13,13	7,7,8,8,8	7,7,7,7,7	6,6,6,6,7
CHLRE_16g664400v5		50,51,53,55,57	65,65,66,66,66	56,56,57,57,58	43,45,47,49,51	63,65,67,70,72	50,52,53,54,55	54,55,55,56,56	68,69,70,70,71
CHLRE_16g664450v5		7,7,7,7,7	9,9,9,9,9	6,6,7,7,7	8,8,8,8,8	9,9,9,9,10	7,7,7,8,8	8,8,8,8,9	7,7,7,7,7
CHLRE_16g664500v5		36,36,36,37,37	10,11,12,14,15	18,18,18,18,18	18,19,19,20,20	25,25,26,26,26	35,36,37,37,38	29,30,32,33,34	32,32,32,32,32
CHLRE_16g664550v5		123,124,125,126,127	104,112,121,129,137	215,217,219,221,223	166,167,168,169,169	129,130,131,132,134	86,88,89,91,93	89,91,93,94,96	224,226,228,230,231
CHLRE_16g664600v5		128,130,132,134,136	140,141,142,143,143	108,109,111,112,113	109,110,110,111,111	123,125,128,131,133	134,137,140,142,145	125,125,125,125,126	120,121,122,123,124
CHLRE_16g664650v5		61,62,63,63,64	27,28,28,29,30	23,24,25,26,27	25,25,26,27,27	48,50,53,55,58	69,72,74,76,79	73,73,73,74,74	57,60,63,66,69
CHLRE_16g664700v5		8,8,8,8,9	24,25,25,26,26	20,20,20,21,21	8,8,8,8,9	13,13,13,13,14	7,7,7,8,8	11,11,11,11,11	9,9,10,11,11
CHLRE_16g664750v5		8,8,8,9,9	8,8,8,8,8	7,7,7,7,7	5,6,6,6,6	8,8,9,9,9	6,7,7,7,8	7,7,7,7,7	5,5,5,5,5
CHLRE_16g664801v5		10,10,11,11,11	19,20,20,20,20	15,15,15,15,16	11,11,11,11,11	16,16,16,16,17	10,10,10,11,11	13,13,13,14,14	11,11,11,11,11
CHLRE_16g664850v5		29,29,29,29,29	23,24,24,24,25	13,13,13,13,14	20,21,21,22,22	26,26,27,27,27	33,33,33,33,33	33,33,33,34,34	21,21,21,21,21
CHLRE_16g664950v5		4,4,4,4,5	5,6,6,6,6	3,3,3,3,3	3,3,3,3,3	5,5,5,5,5	4,4,4,4,4	4,4,5,5,5	3,3,3,3,3
CHLRE_16g665000v5		41,42,43,44,45	89,92,95,97,100	48,48,49,49,49	35,35,36,36,36	52,53,55,56,58	56,57,57,57,58	49,51,52,54,56	82,83,83,84,85
