GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cz04g01070					Unknown
Cz04g01080	EC:3.4.21.105 EC:3.4.21.108	GO:0004252 GO:0016020	AT3G17611	(1 of 1) 3.4.21.105//3.4.21.108 - rhomboid protease. / rhomboid protease. // HtrA2 peptidase. / serine proteinase OMI.	Serine
Cz04g01090					Unknown
Cz04g01100					Unknown
Cz04g01110		GO:0005525	AT4G39520	(1 of 1) PTHR43127:SF1 - DEVELOPMENTALLY-REGULATED GTP-BINDING PROTEIN 1	Unknown
Cz04g01120			AT5G58490	(1 of 1) PTHR10366:SF369 - CINNAMOYL-COA REDUCTASE-LIKE PROTEIN	Redox_Metabolism
Cz04g01130		GO:0004181 GO:0006508 GO:0008270			Unknown
Cz04g01140			AT3G18890	(1 of 1) PTHR47285:SF1 - PROTEIN TIC 62, CHLOROPLASTIC	Chloroplast_Function
Cz04g01150					Unknown
Cz04g01160		GO:0003735 GO:0005840 GO:0006412	AT1G57860	(1 of 4) K02889 - large subunit ribosomal protein L21e (RP-L21e, RPL21)	Translation
Cz04g01170	EC:3.6.4.5	GO:0003777 GO:0005524 GO:0005856 GO:0007018 GO:0007165 GO:0008017	AT5G65930	(1 of 1) PTHR47972:SF16 - KINESIN-LIKE PROTEIN	Cytoskeleton
Cz04g01180	EC:1.97.1.12	GO:0009522 GO:0009538 GO:0015979	AT2G20260	(1 of 2) K02693 - photosystem I subunit IV (psaE)	Photosynthesis
Cz04g01190		GO:0006352 GO:0046982	AT1G54140	(1 of 1) K03133 - transcription initiation factor TFIID subunit 9B (TAF9B, TAF9)	Translation
Cz04g01200			AT4G39160	(1 of 1) K15198 - transcription factor TFIIIB component B'' (BDP1, TFC5)	Transcription
Cz04g01210	EC:3.1.26.5	GO:0008033	AT5G59980	(1 of 1) K03539 - ribonuclease P/MRP protein subunit RPP1 (RPP1, RPP30)	RNA_Processing
Cz04g01220		GO:0046983			Unknown
Cz04g01230					Unknown
Cz04g01240	EC:2.6.1.1	GO:0006520 GO:0008483 GO:0009058 GO:0030170	AT2G30970	(1 of 1) K14455 - aspartate aminotransferase, mitochondrial (GOT2)	Aspartate
Cz04g01250		GO:0004222 GO:0016020 GO:0071586			Unknown
Cz04g01260	EC:2.7.7.7	GO:0003677 GO:0003887 GO:0006260 GO:0006261	AT4G32700	(1 of 1) K02349 - DNA polymerase theta [EC:2.7.7.7] (POLQ)	Unknown
Cz04g02010		GO:0005509	AT1G32250	(1 of 4) PTHR46311:SF5 - EF-HAND DOMAIN-CONTAINING PROTEIN	Unknown
Cz04g02020	EC:1.8.4.11	GO:0008113	AT4G25130	(1 of 1) PTHR42799:SF2 - MITOCHONDRIAL PEPTIDE METHIONINE SULFOXIDE REDUCTASE	Methionine
Cz04g02030		GO:0005868 GO:0007018			Unknown
Cz04g02040					Unknown
Cz04g02050			AT5G27390	(1 of 1) PTHR37764:SF1 - MOG1/PSBP/DUF1795-LIKE PHOTOSYSTEM II REACTION CENTER PSBP FAMILY PROTEIN	Photosynthesis
Cz04g02060	EC:2.4.1.17		AT5G18480	(1 of 1) PTHR11183:SF199 - INOSITOL PHOSPHORYLCERAMIDE GLUCURONOSYLTRANSFERASE 1	Inositol
Cz04g02070		GO:0044528			Unknown
Cz04g02090	EC:6.4.1.1	GO:0003824 GO:0005524 GO:0046872	AT5G35360	(1 of 1) K01961 - acetyl-CoA carboxylase, biotin carboxylase subunit (accC)	Biotin
Cz04g02100	EC:2.3.1.255	GO:0016747	AT1G72030	(1 of 1) PTHR42919:SF20 - N-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN	Protein_Acetylation
Cz04g02110	EC:1.1.1.40	GO:0004470 GO:0016616 GO:0051287	AT1G79750	(1 of 1) PTHR23406:SF76 - NADP-DEPENDENT MALIC ENZYME 4, CHLOROPLASTIC	Chloroplast_Function
Cz04g02120			AT1G05205		Unknown
Cz04g02130					Unknown
Cz04g02140					Unknown
Cz04g02150					Unknown
Cz04g02160		GO:0016020			Unknown
Cz04g02170			AT2G25900	(1 of 1) PTHR14493:SF50 - SBP (S-RIBONUCLEASE BINDING PROTEIN) FAMILY PROTEIN	RNA_Processing
Cz04g02180		GO:0005515	AT1G21760	(1 of 1) K10295 - F-box protein 9 (FBXO9)	SCF_Cullin_Ligase
Cz04g02190					Unknown
Cz04g02200		GO:0005515			Unknown
Cz04g02210					Unknown
Cz04g02220					Unknown
Cz04g02230	EC:3.4.21.62	GO:0004252 GO:0006508 GO:0008236	AT5G19660	(1 of 1) 3.4.21.112 - site-1 protease. / subtilisin/kexin isozyme 1.	Protein_Proteolysis
Cz04g02240	EC:3.4.21.62	GO:0004252 GO:0006508 GO:0008236	AT5G19660	(1 of 1) 3.4.21.112 - site-1 protease. / subtilisin/kexin isozyme 1.	Protein_Proteolysis
Cz04g02250					Unknown
Cz04g02260			AT1G65950	(1 of 1) PTHR43173:SF28 - AARF DOMAIN-CONTAINING PROTEIN KINASE 1	Protein_Kinase_Signalling
Cz04g02270		GO:0003690 GO:0003824 GO:0007131 GO:0044237	AT4G29170	(1 of 1) PTHR31398:SF0 - MEIOTIC NUCLEAR DIVISION PROTEIN 1 HOMOLOG	Unknown
Cz04g03010	EC:2.7.12.2	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G40440	(1 of 1) IPR000719//IPR001245//IPR011009//IPR018222//IPR020635//IPR032710 - Protein kinase domain // Serine-threonine/tyrosine-protein kinase catalytic domain // Protein kinase-like domain // Nuclear transport factor 2, eukaryote // Tyrosine-protein kinase, catalytic domain // NTF2-like domain superfamily	Serine
Cz04g03020					Unknown
Cz04g03030		GO:0022857 GO:0055085	AT2G32040	(1 of 1) PTHR31585:SF0 - FOLATE-BIOPTERIN TRANSPORTER 1, CHLOROPLASTIC	Folate
Cz04g03040					Unknown
Cz04g03050					Unknown
Cz04g03060					Unknown
Cz04g03070	EC:3.1.3.11	GO:0005975 GO:0016791 GO:0042132	AT3G54050	(1 of 1) PTHR11556:SF1 - FRUCTOSE-1,6-BISPHOSPHATASE, ISOFORM B	Gluconeogenesis
Cz04g03080		GO:0016887	AT5G64520	(1 of 1) K10879 - DNA-repair protein XRCC2 (XRCC2)	DNA_Repair
Cz04g03090					Unknown
Cz04g03100	EC:4.2.1.170 EC:4.2.1.33		AT2G43090	(1 of 3) K01704 - 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit (leuD)	Leucine
Cz04g03110	EC:1.1.1.14 EC:1.1.1.56	GO:0016491	AT5G51970	(1 of 1) 1.1.1.14//1.1.1.56 - L-iditol 2-dehydrogenase. / sorbitol dehydrogenase. // ribitol 2-dehydrogenase. / ribitol 2-dehydrogenase.	Inositol
Cz04g03120	EC:2.3.2.27	GO:0005515	AT2G22125	(1 of 1) PTHR46369:SF2 - PROTEIN CELLULOSE SYNTHASE INTERACTIVE 1	Cellulose
Cz04g03130					Unknown
Cz04g03140			AT5G09390	(1 of 1) K13099 - CD2 antigen cytoplasmic tail-binding protein 2 (CD2BP2, PPP1R59)	Unknown
Cz04g03150	EC:5.4.2.2	GO:0005975 GO:0016868 GO:0071704	AT5G51820	(1 of 1) PTHR22573:SF59 - PHOSPHOGLUCOMUTASE, CHLOROPLASTIC	Chloroplast_Function
Cz04g03170		GO:0005515	AT5G13480	(1 of 1) K15542 - polyadenylation factor subunit 2 (PFS2)	mRNA_3_Processing
Cz04g03180		GO:0003676			Unknown
Cz04g03190					Unknown
Cz04g03200					Unknown
Cz04g03210	EC:2.1.1.288	GO:0008168	AT1G23360	(1 of 1) 2.1.1.329 - demethylphylloquinol methyltransferase. / 2-phytyl-1,4-naphthoquinol methyltransferase.	One_Carbon_Metabolism
Cz04g03220		GO:0003735 GO:0005840 GO:0006412	AT3G17465	(1 of 1) PTHR11229:SF8 - 39S RIBOSOMAL PROTEIN L3, MITOCHONDRIAL	Translation
Cz04g03230	EC:3.6.5.2	GO:0003924 GO:0005525	AT1G43890	(1 of 1) PTHR47977:SF96 - RAS-RELATED PROTEIN RABC1-LIKE	Vesicle_Trafficking
Cz04g03240	EC:3.6.4.12	GO:0003677 GO:0005524 GO:0016787	AT5G66750	(1 of 1) K19001 - ATP-dependent DNA helicase (HELLS, DDM1)	Unknown
Cz04g03250					Unknown
Cz04g03260					Unknown
Cz04g03270		GO:0004601			Unknown
Cz04g03280		GO:0005515			Unknown
Cz04g04010	EC:4.1.1.5	GO:0045151 GO:0047605			Unknown
Cz04g04020	EC:4.1.1.5	GO:0045151 GO:0047605			Unknown
Cz04g04030	EC:3.2.1.143				Unknown
Cz04g04040	EC:1.14.13.199	GO:0004497 GO:0005506 GO:0016705 GO:0020037	AT1G19630	(1 of 1) PTHR24286:SF189 - CYTOCHROME P450, FAMILY 722, SUBFAMILY A, POLYPEPTIDE 1	Cytochrome_P450
Cz04g04050					Unknown
Cz04g04060			AT3G43540	(1 of 1) PTHR34127:SF3 - INITIATION FACTOR 4F SUBUNIT (DUF1350)	Translation
Cz04g04070			AT4G24610		Unknown
Cz04g04080					Unknown
Cz04g04090	EC:4.6.1.2	GO:0009190 GO:0035556			Unknown
Cz04g04100					Unknown
Cz04g04110	EC:3.4.22.68	GO:0006508 GO:0008234	AT4G33620	(1 of 1) PTHR47764:SF10 - UBIQUITIN-LIKE-SPECIFIC PROTEASE 2A-RELATED	Ubiquitin_Proteasome
Cz04g04120					Unknown
Cz04g04130			AT3G47470	(1 of 1) K08910 - light-harvesting complex I chlorophyll a/b binding protein 4 (LHCA4)	Chlorophyll
Cz04g04140			AT5G23880	(1 of 1) K14402 - cleavage and polyadenylation specificity factor subunit 2 (CPSF2, CFT2)	mRNA_3_Processing
Cz04g04150	EC:2.6.1.11	GO:0008483 GO:0030170	AT1G80600	(1 of 1) 2.6.1.11 - acetylornithine transaminase. / succinylornithine aminotransferase.	Unknown
Cz04g04160	EC:1.3.1.22		AT2G38050	(1 of 1) K09591 - steroid 5-alpha-reductase (DET2)	Brassinosteroid
Cz04g04170					Unknown
Cz04g04180					Unknown
Cz04g04190					Unknown
Cz04g04200	EC:2.7.7.52		AT2G45620	(1 of 1) PTHR12271:SF40 - POLY(A) RNA POLYMERASE GLD2	Unknown
Cz04g04210	EC:2.7.7.52		AT2G45620	(1 of 1) PTHR12271:SF40 - POLY(A) RNA POLYMERASE GLD2	Unknown
Cz04g04220	EC:2.8.4.4	GO:0003824 GO:0035596 GO:0051536 GO:0051539	AT4G36390	(1 of 1) 2.8.4.3 - tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase. / tRNA-i6A37 methylthiotransferase.	Unknown
Cz04g04230					Unknown
Cz04g04240					Unknown
Cz04g04250			AT5G20140	(1 of 1) PTHR11220:SF50 - SOUL HEME-BINDING FAMILY PROTEIN	Unknown
Cz04g05010					Unknown
Cz04g05020			AT3G46640	(1 of 2) PTHR31442:SF21 - HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN-RELATED	Unknown
Cz04g05030					Unknown
Cz04g05040					Unknown
Cz04g05050		GO:0005515			Unknown
Cz04g05060			AT1G66080	(1 of 1) PTHR12925:SF0 - PROTEIN HIKESHI	Unknown
Cz04g05070					Unknown
Cz04g05080	EC:3.1.2.14	GO:0006633 GO:0016790	AT3G25110	(1 of 1) PTHR31727:SF6 - OLEOYL-ACYL CARRIER PROTEIN THIOESTERASE 2, CHLOROPLASTIC	Chloroplast_Function
Cz04g05090	EC:2.4.2.41	GO:0071949	AT5G67030	(1 of 1) K09838 - zeaxanthin epoxidase (ZEP, ABA1)	Zeaxanthin
Cz04g05100	EC:3.2.1.101	GO:0005975			Unknown
Cz04g05110	EC:2.7.1.23	GO:0003951 GO:0006741 GO:0019674	AT3G21070	(1 of 1) PTHR20275:SF44 - NAD(H) KINASE 1	Protein_Kinase_Signalling
Cz04g05120		GO:0022857 GO:0055085	AT1G30560	(1 of 1) PTHR43184:SF19 - GLYCEROL-3-PHOSPHATE TRANSPORTER 3-RELATED	Phosphate_Transport
Cz04g05130	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G16270	(1 of 1) PTHR23257:SF950 - F3O9.7 PROTEIN	Unknown
Cz04g05140	EC:2.3.1.88	GO:0005515	AT1G80410	(1 of 1) 2.3.1.88 - N-terminal methionine N(alpha)-acetyltransferase NatB. / N-terminal methionine N(alpha)-acetyltransferase NatB.	Methionine
Cz04g05150	EC:1.14.11.2	GO:0005506 GO:0016705 GO:0031418	AT5G18900	(1 of 1) PTHR10869:SF194 - PROLYL 4-HYDROXYLASE 4-RELATED	Proline
Cz04g05160		GO:0016020	AT3G24570	(1 of 1) PTHR11266:SF111 - PEROXISOMAL MEMBRANE 22 KDA (MPV17_PMP22) FAMILY PROTEIN	Peroxisome_Biogenesis
Cz04g05170			AT4G14730	(1 of 1) PTHR23291:SF126 - PROTEIN LIFEGUARD 1	Unknown
Cz04g05180	EC:3.1.1.10				Unknown
Cz04g05190	EC:2.3.1.61	GO:0005515	AT2G34680	(1 of 1) PTHR31149:SF11 - 187-KDA MICROTUBULE-ASSOCIATED PROTEIN AIR9	Cytoskeleton
Cz04g05200	EC:1.8.5.1		AT2G38270	(1 of 1) PTHR10293:SF45 - MONOTHIOL GLUTAREDOXIN-S16, CHLOROPLASTIC	Chloroplast_Function
Cz04g05210		GO:0003690 GO:0006355			Unknown
Cz04g05220	EC:3.6.4.13	GO:0003676 GO:0005524 GO:0016887	AT1G26370	(1 of 1) PTHR18934:SF118 - ATP-DEPENDENT RNA HELICASE DHX33-RELATED	RNA_Processing
Cz04g05230		GO:0016020			Unknown
Cz04g05240					Unknown
Cz04g06010		GO:0003677 GO:0006281			Unknown
Cz04g06020					Unknown
Cz04g06030		GO:0000808 GO:0005634 GO:0006260	AT2G37560	(1 of 1) K02604 - origin recognition complex subunit 2 (ORC2)	Unknown
Cz04g06040	EC:2.7.1.100 EC:5.3.1.23	GO:0044237	AT2G05830	(1 of 1) 5.3.1.23 - S-methyl-5-thioribose-1-phosphate isomerase. / S-methyl-5-thio-D-ribose-1-phosphate aldose-ketose-isomerase.	Unknown
Cz04g06050		GO:0003676 GO:0003723 GO:0005515	AT1G33680	(1 of 3) K13210 - far upstream element-binding protein (FUBP)	Wax_Cutin
Cz04g06060		GO:0005515 GO:0008270	AT5G15840	(1 of 1) K12135 - zinc finger protein CONSTANS (CO)	Flowering_Time
Cz04g06070					Unknown
Cz04g06080	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005509 GO:0005524 GO:0006468	AT2G38910	(1 of 1) PTHR24349:SF360 - CALCIUM-DEPENDENT PROTEIN KINASE 20	Protein_Kinase_Signalling
Cz04g06090					Unknown
Cz04g06100		GO:0003676 GO:0003723 GO:0005515	AT5G43810	(1 of 1) PTHR22891:SF122 - PROTEIN ARGONAUTE 10	RNA_Interference
Cz04g06110	EC:3.1.3.16		AT2G25070	(1 of 1) PTHR13832:SF631 - PROTEIN PHOSPHATASE 2C 21-RELATED	Protein_Phosphatase_Signalling
Cz04g06120					Unknown
Cz04g06130					Unknown
Cz04g06140		GO:0005515			Unknown
Cz04g06150		GO:0005515			Unknown
Cz04g06160					Unknown
Cz04g06170					Unknown
Cz04g06180			AT5G35080	(1 of 1) K10088 - protein OS-9 (OS9)	Unknown
Cz04g06190			AT5G49960	(1 of 1) PTHR31563:SF10 - ION CHANNEL POLLUX-RELATED	Unknown
Cz04g06200	EC:2.3.1.24	GO:0016020			Unknown
Cz04g06210	EC:3.5.2.9	GO:0016787	AT5G37830	(1 of 1) 3.5.2.9 - 5-oxoprolinase (ATP-hydrolyzing). / pyroglutamase (ATP-hydrolyzing).	Unknown
Cz04g06220	EC:3.5.2.9	GO:0003824	AT5G37830	(1 of 1) 3.5.2.9 - 5-oxoprolinase (ATP-hydrolyzing). / pyroglutamase (ATP-hydrolyzing).	Unknown
Cz04g06230	EC:3.5.2.9	GO:0003824	AT5G37830	(1 of 1) 3.5.2.9 - 5-oxoprolinase (ATP-hydrolyzing). / pyroglutamase (ATP-hydrolyzing).	Unknown
Cz04g06240	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G18160	(1 of 1) 2.7.10.2//2.7.11.1//2.7.11.25 - non-specific protein-tyrosine kinase. / cytoplasmic protein tyrosine kinase. // non-specific serine/threonine protein kinase. / threonine-specific protein kinase. // mitogen-activated protein kinase kinase kinase. / MLTK.	Serine
Cz04g06250			AT2G34357	(1 of 1) PTHR48357:SF1 - RIBOSOMAL RNA-PROCESSING PROTEIN 12-LIKE CONSERVED DOMAIN-CONTAINING PROTEIN	Translation
Cz04g07010					Unknown
Cz04g07020	EC:2.7.11.1 EC:2.7.11.25	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT3G58640	(1 of 1) IPR000719//IPR001245//IPR002931//IPR011009//IPR020635//IPR038765 - Protein kinase domain // Serine-threonine/tyrosine-protein kinase catalytic domain // Transglutaminase-like // Protein kinase-like domain // Tyrosine-protein kinase, catalytic domain // Papain-like cysteine peptidase superfamily	Serine
Cz04g07030			AT4G04885	(1 of 1) PTHR15921:SF12 - POLYADENYLATION AND CLEAVAGE FACTOR HOMOLOG 4	mRNA_3_Processing
Cz04g07040			AT4G04885	(1 of 1) PTHR15921:SF12 - POLYADENYLATION AND CLEAVAGE FACTOR HOMOLOG 4	mRNA_3_Processing
Cz04g07050	EC:3.6.4.12	GO:0003677 GO:0005524 GO:0032508			Unknown
Cz04g07060					Unknown
Cz04g07070					Unknown
Cz04g07080	EC:2.7.11.1				Unknown
Cz04g07090					Unknown
Cz04g07100		GO:0005515			Unknown
Cz04g07110					Unknown
Cz04g07120		GO:0005515			Unknown
Cz04g07130	EC:3.1.2.2				Unknown
Cz04g07140		GO:0016757			Unknown
Cz04g07150					Unknown
Cz04g07170		GO:0003824 GO:0044237			Unknown
Cz04g07180					Unknown
Cz04g07190					Unknown
Cz04g07200			AT4G14760	(1 of 1) PTHR32258:SF45 - PROTEIN NETWORKED 1B	Unknown
Cz04g07210	EC:3.5.1.49	GO:0016811	AT4G37560	(1 of 2) 3.5.1.49 - formamidase. / Formamide amidohydrolase.	Unknown
Cz04g07220	EC:3.6.1.8	GO:0000166 GO:0003677 GO:0005524 GO:0006259 GO:0006281 GO:0008094 GO:0016887 GO:0140664	AT5G20850	(1 of 1) K04482 - DNA repair protein RAD51 (RAD51)	DNA_Repair
Cz04g07230		GO:0003676 GO:0003723	AT3G01150	(1 of 1) PTHR15592:SF14 - POLYPYRIMIDINE TRACT-BINDING PROTEIN HOMOLOG 1	Unknown
Cz04g07240					Unknown
Cz04g07250	EC:5.3.2.1 EC:5.3.3.12		AT5G01650	(1 of 1) PTHR11954:SF42 - TAUTOMERASE_MIF SUPERFAMILY PROTEIN	Unknown
Cz04g07260					Unknown
Cz04g07270		GO:0003676 GO:0008270			Unknown
Cz04g07280					Unknown
Cz04g07290	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4		ATMG00860	(1 of 1) PTHR45643:SF7 - REVERSE TRANSCRIPTASE RNASE H-LIKE DOMAIN-CONTAINING PROTEIN	RNA_Processing
Cz04g07300	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4				Unknown
Cz04g07310	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4	GO:0003676 GO:0015074			Unknown
Cz04g07320	EC:2.7.7.49 EC:2.7.7.7 EC:3.1.26.4				Unknown
Cz04g07330		GO:0046872			Unknown
Cz04g07340					Unknown
Cz04g07350		GO:0003677 GO:0006310 GO:0015074			Unknown
Cz04g07360		GO:0003677 GO:0046983			Unknown
Cz04g07370					Unknown
Cz04g07380	EC:1.1.1.121	GO:0008667 GO:0019290	AT3G29260	(1 of 6) 1.1.1.145//1.1.1.51 - 3beta-hydroxy-Delta(5)-steroid dehydrogenase. / progesterone reductase. // 3(or 17)beta-hydroxysteroid dehydrogenase. / 3(or 17)beta-hydroxysteroid dehydrogenase.	Redox_Metabolism
Cz04g08010					Unknown
Cz04g08020					Unknown
Cz04g08030			AT1G79830	(1 of 1) PTHR47347:SF2 - GOLGIN CANDIDATE 5	Golgi_TRAPP
Cz04g08040					Unknown
Cz04g08050	EC:3.4.21.107	GO:0004252 GO:0005515 GO:0006508	AT5G39830	(1 of 1) PTHR43343:SF3 - PROTEASE DO-LIKE 8, CHLOROPLASTIC	Protein_Proteolysis
Cz04g08060		GO:0005509	AT1G03960	(1 of 1) PTHR14095:SF24 - SERINE_THREONINE PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT B''EPSILON-RELATED	Protein_Phosphatase_Signalling
Cz04g08070	EC:3.4.19.12	GO:0004843 GO:0005515	AT3G49600	(1 of 1) K11858 - ubiquitin carboxyl-terminal hydrolase 48 [EC:3.4.19.12] (USP48)	Ubiquitin_Proteasome
Cz04g08080					Unknown
Cz04g08090	EC:3.6.4.13	GO:0004386 GO:0016887	AT1G16800	(1 of 1) PTHR10887:SF490 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN	Unknown
Cz04g08100					Unknown
Cz04g08110			AT4G38120	(1 of 1) PTHR13366:SF0 - HEAT REPEAT-CONTAINING PROTEIN 6	Unknown
Cz04g08120	EC:1.10.3.9	GO:0005509 GO:0009523 GO:0009654 GO:0015979 GO:0019898	AT3G56650	(1 of 1) PTHR31407:SF18 - PSBP DOMAIN-CONTAINING PROTEIN 4, CHLOROPLASTIC	Photosynthesis
Cz04g08130		GO:0003723 GO:0004826 GO:0005515	AT1G72550	(1 of 1) K01890 - phenylalanyl-tRNA synthetase beta chain (FARSB, pheT)	Phenylalanine
Cz04g08140	EC:5.2.1.8	GO:0000413 GO:0003755	AT4G34870	(1 of 9) PTHR11071:SF561 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE H	Proline
Cz04g08150					Unknown
Cz04g08160			AT1G03260	(1 of 1) PTHR12677:SF47 - BNAC08G45730D PROTEIN	Unknown
Cz04g08170		GO:0003676 GO:0003723	AT5G50250	(1 of 2) PTHR48025:SF3 - 31 KDA RIBONUCLEOPROTEIN, CHLOROPLASTIC-RELATED	Chloroplast_Function
Cz04g08180		GO:0003676 GO:0003723	AT1G22760	(1 of 1) PTHR24012:SF928 - POLYADENYLATE-BINDING PROTEIN 3	Unknown
Cz04g08190					Unknown
Cz04g08200					Unknown
Cz04g09010					Unknown
Cz04g09020		GO:0005515 GO:0016020			Unknown
Cz04g09030					Unknown
Cz04g09040					Unknown
Cz04g09050					Unknown
Cz04g09060			AT1G42480	(1 of 1) KOG3782//KOG4052 - Predicted membrane protein, contains type II SA sequence // Uncharacterized conserved protein	Unknown
Cz04g09070			AT1G42480	(1 of 1) KOG3782//KOG4052 - Predicted membrane protein, contains type II SA sequence // Uncharacterized conserved protein	Unknown
Cz04g09080			AT5G46750	(1 of 1) PTHR45686:SF4 - ADP-RIBOSYLATION FACTOR GTPASE ACTIVATING PROTEIN 3, ISOFORM H	Unknown
Cz04g09090	EC:1.14.19.2	GO:0006631 GO:0016491 GO:0045300	AT2G43710	(1 of 1) 1.14.19.1//1.14.19.2 - stearoyl-CoA 9-desaturase. / stearoyl-CoA desaturase. // stearoyl-[acyl-carrier-protein] 9-desaturase. / stearyl acyl carrier protein desaturase.	Omega3_Fatty_Acid
Cz04g09100		GO:0003735 GO:0005840 GO:0006412	AT4G15000	(1 of 3) K02901 - large subunit ribosomal protein L27e (RP-L27e, RPL27)	Translation
Cz04g09110	EC:3.1.3.48	GO:0016787	AT1G18480	(1 of 1) PTHR47680:SF2 - SHEWANELLA-LIKE PROTEIN PHOSPHATASE 2	Protein_Phosphatase_Signalling
Cz04g09120	EC:3.2.1.4	GO:0004553 GO:0071704			Unknown
Cz04g09130					Unknown
Cz04g09140	EC:2.7.1.50	GO:0000287 GO:0004417 GO:0005524 GO:0009228	AT3G24030	(1 of 1) 2.7.1.50 - hydroxyethylthiazole kinase. / hydroxyethylthiazole kinase.	Vitamin_B1_Thiamine
Cz04g09150	EC:3.1.3.2	GO:0003993 GO:0046872			Unknown
Cz04g09160	EC:3.1.4.4		AT5G42370	(1 of 1) 3.1.3.1 - alkaline phosphatase. / phosphomonoesterase.	Unknown
Cz04g09170	EC:1.14.99.38	GO:0005506 GO:0008610 GO:0016491	AT1G69640	(1 of 2) 1.14.18.5 - sphingolipid C4-monooxygenase. / sphingolipid C4-hydroxylase.	Sphingolipid_Metabolism
Cz04g09180	EC:2.1.1.17	GO:0008757	AT1G69526	(1 of 1) PTHR45036:SF7 - S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASES SUPERFAMILY PROTEIN	Methionine
Cz04g09190					Unknown
Cz04g09200		GO:0035556	AT4G08550	(1 of 1) PTHR46361:SF3 - ELECTRON CARRIER_ PROTEIN DISULFIDE OXIDOREDUCTASE	Redox_Metabolism
Cz04g09210			AT1G45474	(1 of 1) K08911 - light-harvesting complex I chlorophyll a/b binding protein 5 (LHCA5)	Chlorophyll
Cz04g09220			AT3G52040	(1 of 1) PF09495 - Protein of unknown function (DUF2462) (DUF2462)	Unknown
Cz04g09230		GO:0005515 GO:0006364 GO:0032040	AT5G16750	(1 of 1) K14555 - U3 small nucleolar RNA-associated protein 13 (UTP13, TBL3)	Unknown
Cz04g09240					Unknown
Cz04g09250			AT5G15540	(1 of 1) K06672 - cohesin loading factor subunit SCC2 (SCC2, NIPBL)	Cell_Cycle_Chromatin
Cz04g09260			AT5G15540	(1 of 1) K06672 - cohesin loading factor subunit SCC2 (SCC2, NIPBL)	Cell_Cycle_Chromatin
Cz04g09270		GO:0003735 GO:0005840 GO:0006412			Unknown
Cz04g09280					Unknown
Cz04g09290	EC:5.99.1.3	GO:0003677 GO:0003824 GO:0003918 GO:0005524 GO:0005694 GO:0006259 GO:0006265 GO:0042138	AT5G02820	(1 of 1) PTHR10848:SF4 - DNA TOPOISOMERASE 6 SUBUNIT A	Unknown
Cz04g10010		GO:0005515	AT2G06210	(1 of 1) K15176 - RNA polymerase-associated protein CTR9 (CTR9)	Transcription_Elongation
Cz04g10020		GO:0005515			Unknown
Cz04g10030					Unknown
Cz04g10040					Unknown
Cz04g10050	EC:3.2.1.4	GO:0004553 GO:0005975 GO:0008810 GO:0030245			Unknown
Cz04g10060		GO:0005515			Unknown
Cz04g10070	EC:3.1.3.48		AT2G35320	(1 of 1) PTHR10190:SF16 - DEVELOPMENTAL PROTEIN EYES ABSENT	Unknown
Cz04g10080	EC:2.7.11.1 EC:2.7.12.1 EC:2.7.12.2	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G77720	(1 of 1) K08866 - serine/threonine-protein kinase TTK/MPS1 (TTK, MPS1)	Serine
Cz04g10090	EC:2.1.1.77	GO:0005515	AT3G48330	(1 of 2) 2.1.1.77 - protein-L-isoaspartate(D-aspartate) O-methyltransferase. / protein L-isoaspartyl methyltransferase.	Aspartate
Cz04g10100			AT2G19270	(1 of 1) K13105 - proline-rich protein PRCC (PRCC)	Proline
Cz04g10110	EC:1.14.13.9	GO:0071949	AT4G16310	(1 of 1) PTHR10742:SF410 - LYSINE-SPECIFIC HISTONE DEMETHYLASE 1 HOMOLOG 3	Lysine
Cz04g10120					Unknown
Cz04g10130	EC:3.2.2.29	GO:0003824 GO:0006281	AT3G07930	(1 of 1) K10801 - methyl-CpG-binding domain protein 4 (MBD4)	DNA_Methylation_Epigenetics
Cz04g10140					Unknown
Cz04g10150	EC:2.7.7.7	GO:0003684 GO:0006281	AT5G44740	(1 of 1) K03509 - DNA polymerase eta (POLH)	Unknown
Cz04g10160			AT3G58800	(1 of 344) IPR029058 - Alpha/Beta hydrolase fold	Unknown
Cz04g10170		GO:0008168 GO:0008171	AT1G51990	(1 of 1) PTHR11746:SF303 - F5F19.5 PROTEIN	RNA_Splicing
