GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cre02.g093700			Cre02.g093700	membrane nucleotide binding ATP binding metal ion binding transmembrane transport monoatomic cation transmembrane transport P-type transmembrane transporter activity ATPase-coupled monoatomic cation transmembrane transporter activity	Unknown
Cre02.g087800			Cre02.g087800	ATP binding protein kinase activity protein phosphorylation nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre02.g105750			Cre02.g105750	Unknown	Unknown
Cre02.g096650			Cre02.g096650	Unknown	Unknown
Cre02.g098050			Cre02.g098050	lipid metabolic process O-acyltransferase activity	Unknown
Cre02.g104050			Cre02.g104050	Unknown	Unknown
Cre02.g116700			Cre02.g116700	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre02.g117850			Cre02.g117850	cysteine-type deubiquitinase activity protein deubiquitination hydrolase activity peptidase activity proteolysis cysteine-type peptidase activity	Cysteine
Cre02.g143050			Cre02.g143050	ribosome structural constituent of ribosome cytosolic large ribosomal subunit translational elongation ribonucleoprotein complex cytoplasmic translational elongation	Translation
Cre02.g142707			Cre02.g142707	Unknown	Unknown
Cre02.g143567			Cre02.g143567	Unknown	Unknown
Cre02.g091000			Cre02.g091000	membrane endoplasmic reticulum membrane	Unknown
Cre02.g097227			Cre02.g097227	cytosol mRNA regulatory element binding translation repressor activity negative regulation of translational initiation	Unknown
Cre02.g120050			Cre02.g120050	Unknown	Unknown
Cre02.g102750			Cre02.g102750	glycosyltransferase activity transferase activity membrane Golgi membrane Golgi apparatus alpha-1,2-mannosyltransferase activity mannan biosynthetic process endomembrane system glycoprotein biosynthetic process	Vesicle_Trafficking
Cre02.g141406			Cre02.g141406	DNA repair telomere maintenance DNA helicase activity nucleotide binding ATP binding helicase activity hydrolase activity DNA recombination DNA damage response 5'-3' DNA helicase activity	DNA_Repair
Cre02.g073800			Cre02.g073800	Unknown	Unknown
Cre02.g102276			Cre02.g102276	Unknown	Unknown
Cre02.g117100			Cre02.g117100	core mediator complex	Mediator_Complex
Cre02.g119350			Cre02.g119350	transferase activity methyltransferase activity methylation nucleus tRNA binding tRNA N1-guanine methylation tRNA (guanosine(9)-N1)-methyltransferase activity	Purine
Cre02.g073750			Cre02.g073750	ATP binding microtubule motor activity microtubule-based movement microtubule binding nucleotide binding cytoskeletal motor activity microtubule ATP hydrolysis activity cytoplasm kinesin complex	Cytoskeleton
Cre02.g102100			Cre02.g102100	cytoplasm	Unknown
Cre02.g080500			Cre02.g080500	UDP-glycosyltransferase activity transferase activity glycosyltransferase activity	Unknown
Cre02.g098600			Cre02.g098600	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre02.g083750			Cre02.g083750	regulation of DNA-templated transcription DNA-binding transcription factor activity DNA binding nucleus	Transcription
Cre02.g141986			Cre02.g141986	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding spindle pole cytoplasm signal transduction	Protein_Kinase_Signalling
Cre02.g095105			Cre02.g095105	Unknown	Unknown
Cre02.g095145			Cre02.g095145	Unknown	Unknown
Cre02.g107950			Cre02.g107950	Unknown	Unknown
Cre02.g142601			Cre02.g142601	actin cytoskeleton organization	Cytoskeleton
Cre02.g101950			Cre02.g101950	RNA methyltransferase activity RNA processing transferase activity methyltransferase activity methylation	One_Carbon_Metabolism
Cre02.g143392			Cre02.g143392	Unknown	Unknown
Cre02.g141266			Cre02.g141266	Unknown	Unknown
Cre02.g087100			Cre02.g087100	Unknown	Unknown
Cre02.g109100			Cre02.g109100	signal transduction phosphoric diester hydrolase activity 3',5'-cyclic-nucleotide phosphodiesterase activity hydrolase activity metal ion binding catalytic activity 3',5'-cyclic-AMP phosphodiesterase activity 3',5'-cyclic-GMP phosphodiesterase activity	cAMP_Signalling
Cre02.g088400			Cre02.g088400	serine-type endopeptidase activity proteolysis hydrolase activity peptidase activity serine-type peptidase activity protein binding	Serine
Cre02.g144252			Cre02.g144252	membrane transmembrane transport monoatomic ion channel activity voltage-gated potassium channel activity potassium ion transport monoatomic ion transport potassium channel activity potassium ion transmembrane transport monoatomic ion transmembrane transport monoatomic ion channel complex	Potassium_Transport
Cre02.g105550			Cre02.g105550	GTP binding GTPase activity nucleotide binding cytoplasm cell division cell division site organelle fission	Unknown
Cre02.g143900			Cre02.g143900	lipid metabolic process lipase activity hydrolase activity, acting on ester bonds	Lipid_Hydrolase
Cre02.g083000			Cre02.g083000	Unknown	Unknown
Cre02.g143850			Cre02.g143850	protein binding	Unknown
Cre02.g080450			Cre02.g080450	cytoskeleton actin filament binding actin cytoskeleton organization	Cytoskeleton
Cre02.g109000			Cre02.g109000	ubiquitin ligase complex transferase activity nuclear pore mRNA export from nucleus structural constituent of nuclear pore ubiquitin protein ligase activity	Ubiquitin_Proteasome
Cre02.g093750			Cre02.g093750	thioredoxin-disulfide reductase (NADPH) activity cellular oxidant detoxification	Redox_Metabolism
Cre02.g089500			Cre02.g089500	Unknown	Unknown
Cre02.g080900			Cre02.g080900	oxidoreductase activity cellular response to oxidative stress thioredoxin peroxidase activity cellular oxidant detoxification peroxidase activity antioxidant activity cytoplasm cell redox homeostasis hydrogen peroxide catabolic process	ROS_Scavenging
Cre02.g091850			Cre02.g091850	catalytic activity lyase activity mitochondrion enoyl-CoA hydratase activity fatty acid beta-oxidation hydro-lyase activity methylglutaconyl-CoA hydratase activity	Fatty_Acid
Cre02.g111900			Cre02.g111900	Unknown	Unknown
Cre02.g096000			Cre02.g096000	ATP binding membrane ATP hydrolysis activity nucleotide binding transmembrane transport ABC-type transporter activity plasma membrane transmembrane transporter activity	Unknown
Cre02.g076700			Cre02.g076700	Unknown	Unknown
Cre02.g117250			Cre02.g117250	carbohydrate metabolic process beta-galactosidase activity beta-galactosidase complex hydrolase activity hydrolase activity, acting on glycosyl bonds	Unknown
Cre02.g104350			Cre02.g104350	membrane endoplasmic reticulum COPII-coated ER to Golgi transport vesicle	Vesicle_Trafficking
Cre02.g095110			Cre02.g095110	protein serine/threonine phosphatase inhibitor activity nucleus protein phosphatase 1 binding	Serine
Cre02.g115700			Cre02.g115700	Unknown	Unknown
Cre02.g110200			Cre02.g110200	metalloendopeptidase activity proteolysis	Unknown
Cre02.g095600			Cre02.g095600	Unknown	Unknown
Cre02.g085350			Cre02.g085350	Unknown	Unknown
Cre02.g095133			Cre02.g095133	Unknown	Unknown
Cre02.g081400			Cre02.g081400	branched-chain-amino-acid transaminase activity catalytic activity transferase activity amino acid biosynthetic process transaminase activity branched-chain amino acid metabolic process branched-chain amino acid biosynthetic process	Unknown
Cre02.g113700			Cre02.g113700	DNA binding protein binding	Unknown
Cre02.g114450			Cre02.g114450	Unknown	Unknown
Cre02.g091050			Cre02.g091050	metal ion binding tetrapyrrole biosynthetic process porphobilinogen synthase activity chloroplast catalytic activity lyase activity porphyrin-containing compound biosynthetic process heme biosynthetic process protoporphyrinogen IX biosynthetic process cytosol chlorophyll biosynthetic process zinc ion binding	Chlorophyll
Cre02.g074758			Cre02.g074758	intracellular signal transduction cyclic nucleotide biosynthetic process phosphorus-oxygen lyase activity membrane nucleotide binding lyase activity plasma membrane guanylate cyclase activity cGMP biosynthetic process peptide receptor activity receptor guanylyl cyclase signaling pathway	Unknown
Cre02.g103550			Cre02.g103550	RNA binding translation initiation factor activity translational initiation translation cytoplasm	Translation
Cre02.g087950			Cre02.g087950	ATP binding nucleotide binding tRNA binding methionine-tRNA ligase activity methionyl-tRNA aminoacylation tRNA aminoacylation for protein translation aminoacyl-tRNA ligase activity RNA binding translation cytoplasm ligase activity cytosol aminoacyl-tRNA synthetase multienzyme complex post-embryonic development reproductive structure development	Methionine
Cre02.g101786			Cre02.g101786	Unknown	Unknown
Cre02.g109400			Cre02.g109400	protein ubiquitination protein binding	Unknown
Cre02.g102776			Cre02.g102776	nucleus	Unknown
Cre02.g089150			Cre02.g089150	zinc ion binding nucleus metal ion binding regulation of transcription by RNA polymerase II chromatin binding transcription coactivator activity chromatin remodeling positive regulation of DNA-templated transcription protein binding regulation of DNA-templated transcription	Cell_Cycle_Chromatin
Cre02.g093650			Cre02.g093650	metal ion binding iron-sulfur cluster binding	Iron_Sulfur_Cluster
Cre02.g095120			Cre02.g095120	protein binding	Unknown
Cre02.g077925			Cre02.g077925	positive regulation of protein sumoylation negative regulation of NF-kappaB transcription factor activity cytoplasm	Transcription
Cre02.g101150			Cre02.g101150	cytoplasm ubiquitin ligase complex protein binding	Ubiquitin_Proteasome
Cre02.g144500			Cre02.g144500	RNA binding nucleic acid binding nucleus cytoplasm mRNA binding RNA processing	Unknown
Cre02.g144251			Cre02.g144251	Unknown	Unknown
Cre02.g090400			Cre02.g090400	Unknown	Unknown
Cre02.g142687			Cre02.g142687	GTP binding GTPase activity nucleotide binding metal ion binding Golgi apparatus protein transport vesicle-mediated transport cytoplasm intracellular protein transport phospholipase activator activity	Vesicle_Trafficking
Cre02.g099300			Cre02.g099300	protein binding	Unknown
Cre02.g141966			Cre02.g141966	ATP binding protein kinase activity protein phosphorylation protein serine/threonine kinase activity signal transduction	Serine
Cre02.g141400			Cre02.g141400	ATP binding gluconeogenesis phosphoenolpyruvate carboxykinase (ATP) activity nucleotide binding lyase activity carboxy-lyase activity cytosol phosphoenolpyruvate carboxykinase activity purine nucleotide binding	Purine
Cre02.g143587			Cre02.g143587	nucleus transcription factor TFIIIC complex transcription by RNA polymerase III	Transcription
Cre02.g098250			Cre02.g098250	cytoplasm	Unknown
Cre02.g102000			Cre02.g102000	GTP binding GTPase activity nucleotide binding metal ion binding vesicle-mediated transport cytoplasm intracellular protein transport trans-Golgi network	Vesicle_Trafficking
Cre02.g140961			Cre02.g140961	mitochondrion tricarboxylic acid cycle dihydrolipoyllysine-residue succinyltransferase activity	Unknown
Cre02.g117781			Cre02.g117781	membrane	Unknown
Cre02.g095035			Cre02.g095035	Unknown	Unknown
Cre02.g116100			Cre02.g116100	Unknown	Unknown
Cre02.g087300			Cre02.g087300	NAD binding oxidoreductase activity cytosol hydroxypyruvate reductase [NAD(P)H] activity glyoxylate reductase (NADPH) activity	Redox_Metabolism
Cre02.g095950			Cre02.g095950	Unknown	Unknown
Cre02.g075994			Cre02.g075994	Unknown	Unknown
Cre02.g084200			Cre02.g084200	cytoplasm axoneme	Unknown
Cre02.g093450			Cre02.g093450	glycolytic process fructose-bisphosphate aldolase activity lyase activity cytosol fructose 1,6-bisphosphate metabolic process	Unknown
Cre02.g141011			Cre02.g141011	Unknown	Unknown
Cre02.g095121			Cre02.g095121	pseudouridine synthesis RNA binding pseudouridine synthase activity intramolecular transferase activity rRNA processing isomerase activity RNA modification	tRNA_Modification
Cre02.g143858			Cre02.g143858	Unknown	Unknown
Cre02.g105250			Cre02.g105250	core mediator complex	Mediator_Complex
Cre02.g083273			Cre02.g083273	Unknown	Unknown
Cre02.g095068			Cre02.g095068	Unknown	Unknown
Cre02.g143347			Cre02.g143347	Unknown	Unknown
Cre02.g094750			Cre02.g094750	Unknown	Unknown
Cre02.g095033			Cre02.g095033	Unknown	Unknown
Cre02.g143607			Cre02.g143607	Unknown	Unknown
Cre02.g110950			Cre02.g110950	cytoplasm dynein light chain binding dynein heavy chain binding cytoplasmic dynein complex intraciliary transport ciliary plasm dynein complex protein binding	Cytoskeleton
Cre02.g086550			Cre02.g086550	catalytic activity iron-sulfur cluster binding metal ion binding tRNA methylation rRNA base methylation	Iron_Sulfur_Cluster
Cre02.g095134			Cre02.g095134	S-adenosylmethionine-dependent methyltransferase activity methyltransferase activity	One_Carbon_Metabolism
Cre02.g101635			Cre02.g101635	Unknown	Unknown
Cre02.g110050			Cre02.g110050	protein binding	Unknown
Cre02.g101550			Cre02.g101550	cytoplasm ubiquitin protein ligase binding proteasome-mediated ubiquitin-dependent protein catabolic process regulation of proteolysis protein binding	Ubiquitin_Proteasome
Cre02.g142604			Cre02.g142604	Unknown	Unknown
Cre02.g111400			Cre02.g111400	Unknown	Unknown
Cre02.g112200			Cre02.g112200	membrane transmembrane transport monoatomic ion channel activity monoatomic ion transport monoatomic ion transmembrane transport protein binding	Unknown
Cre02.g111029			Cre02.g111029	Unknown	Unknown
Cre02.g076000			Cre02.g076000	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity cytoplasm intracellular signal transduction	Serine
Cre02.g142026			Cre02.g142026	Unknown	Unknown
Cre02.g141046			Cre02.g141046	Unknown	Unknown
Cre02.g091500			Cre02.g091500	Unknown	Unknown
Cre02.g142727			Cre02.g142727	Unknown	Unknown
Cre02.g095054			Cre02.g095054	Unknown	Unknown
Cre02.g098200			Cre02.g098200	zinc ion binding metal ion binding ubiquitin protein ligase activity proteasome-mediated ubiquitin-dependent protein catabolic process	Ubiquitin_Proteasome
Cre02.g103450			Cre02.g103450	DNA binding nucleus regulation of DNA-templated transcription DNA-binding transcription factor activity, RNA polymerase II-specific RNA polymerase II cis-regulatory region sequence-specific DNA binding regulation of transcription by RNA polymerase II	Transcription
Cre02.g080700			Cre02.g080700	ATP binding ATP hydrolysis activity nucleotide binding nucleus cytoplasm membrane protein folding chaperone endoplasmic reticulum lumen heat shock protein binding protein refolding endoplasmic reticulum chaperone complex ERAD pathway	Chaperone
Cre02.g083850			Cre02.g083850	Unknown	Unknown
Cre02.g075200			Cre02.g075200	Unknown	Unknown
Cre02.g083650			Cre02.g083650	Unknown	Unknown
Cre02.g105100			Cre02.g105100	Unknown	Unknown
Cre02.g084000			Cre02.g084000	Unknown	Unknown
Cre02.g112650			Cre02.g112650	Unknown	Unknown
Cre02.g074400			Cre02.g074400	Unknown	Unknown
Cre02.g147550			Cre02.g147550	Unknown	Unknown
Cre02.g107900			Cre02.g107900	Unknown	Unknown
Cre02.g081800			Cre02.g081800	intracellular signal transduction cyclic nucleotide biosynthetic process adenylate cyclase activity cAMP biosynthetic process	cAMP_Signalling
Cre02.g091150			Cre02.g091150	zinc ion binding intracellular protein transport endoplasmic reticulum to Golgi vesicle-mediated transport COPII vesicle coat cytoplasm protein transport endoplasmic reticulum membrane vesicle-mediated transport Golgi membrane SNARE binding COPII-coated vesicle cargo loading endoplasmic reticulum exit site	Vesicle_Trafficking
Cre02.g098700			Cre02.g098700	ATP binding membrane ATP hydrolysis activity nucleotide binding transmembrane transport ABC-type transporter activity	Unknown
Cre02.g115400			Cre02.g115400	Unknown	Unknown
Cre02.g120200			Cre02.g120200	Unknown	Unknown
Cre02.g075301			Cre02.g075301	Unknown	Unknown
Cre02.g115850			Cre02.g115850	Unknown	Unknown
Cre02.g116800			Cre02.g116800	nucleus RNA binding alternative mRNA splicing, via spliceosome	RNA_Splicing
Cre02.g109600			Cre02.g109600	phosphatidylinositol phosphate biosynthetic process hydrolase activity metal ion binding inositol monophosphate phosphatase activity inositol biosynthetic process inositol monophosphate 1-phosphatase activity inositol metabolic process signal transduction	Inositol
Cre02.g096300			Cre02.g096300	Unknown	Unknown
Cre02.g144850			Cre02.g144850	Unknown	Unknown
Cre02.g089400			Cre02.g089400	Unknown	Unknown
Cre02.g099100			Cre02.g099100	ubiquitin-protein transferase activity transferase activity ubiquitin protein ligase activity protein binding	Ubiquitin_Proteasome
Cre02.g103600			Cre02.g103600	Unknown	Unknown
Cre02.g118400			Cre02.g118400	Unknown	Unknown
Cre02.g092350			Cre02.g092350	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen heme binding monooxygenase activity oxidoreductase activity metal ion binding sterol biosynthetic process	Sterol_Lipid_Metabolism
Cre02.g113652			Cre02.g113652	oxidoreductase activity	Redox_Metabolism
Cre02.g108550			Cre02.g108550	membrane transmembrane transporter activity transmembrane transport amino acid transport gamma-aminobutyric acid transmembrane transporter activity gamma-aminobutyric acid transport	Unknown
Cre02.g117450			Cre02.g117450	Unknown	Unknown
Cre02.g114750			Cre02.g114750	ATP binding protein kinase activity calcium ion binding protein phosphorylation transferase activity kinase activity nucleotide binding metal ion binding protein serine/threonine kinase activity nucleus cytoplasm intracellular signal transduction calmodulin binding calcium-dependent protein serine/threonine kinase activity calcium/calmodulin-dependent protein kinase activity	Serine
Cre02.g142747			Cre02.g142747	Unknown	Unknown
Cre02.g117813			Cre02.g117813	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre02.g090200			Cre02.g090200	Unknown	Unknown
Cre02.g107150			Cre02.g107150	Unknown	Unknown
Cre02.g092000			Cre02.g092000	serine-type endopeptidase activity proteolysis hydrolase activity peptidase activity serine-type peptidase activity protein binding	Serine
Cre02.g141206			Cre02.g141206	Unknown	Unknown
Cre02.g141546			Cre02.g141546	Unknown	Unknown
Cre02.g087150			Cre02.g087150	Unknown	Unknown
Cre02.g118125			Cre02.g118125	axoneme	Unknown
Cre02.g113050			Cre02.g113050	lipid metabolic process phosphoric diester hydrolase activity glycerophosphodiester phosphodiesterase activity glycerol metabolic process	Lipid_Hydrolase
Cre02.g095040			Cre02.g095040	Unknown	Unknown
Cre02.g113809			Cre02.g113809	cytoplasm ubiquitin ligase complex protein binding	Ubiquitin_Proteasome
Cre02.g142126			Cre02.g142126	Unknown	Unknown
Cre02.g142266			Cre02.g142266	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen heme binding monooxygenase activity oxidoreductase activity metal ion binding xanthophyll biosynthetic process beta-carotene 3-hydroxylase activity	Beta_Carotene
Cre02.g095079			Cre02.g095079	Unknown	Unknown
Cre02.g142406			Cre02.g142406	Unknown	Unknown
Cre02.g087633			Cre02.g087633	Unknown	Unknown
Cre02.g111108			Cre02.g111108	Unknown	Unknown
Cre02.g081000			Cre02.g081000	nucleic acid binding exonuclease activity hydrolase activity rRNA processing nuclease activity	Ribosome_Biogenesis
Cre02.g082250			Cre02.g082250	ATP binding homoserine kinase activity threonine metabolic process transferase activity kinase activity nucleotide binding amino acid biosynthetic process threonine biosynthetic process	Methionine
Cre02.g142606			Cre02.g142606	Unknown	Unknown
Cre02.g088100			Cre02.g088100	Unknown	Unknown
Cre02.g086076			Cre02.g086076	Unknown	Unknown
Cre02.g103800			Cre02.g103800	GTPase activator activity axoneme protein binding	Unknown
Cre02.g087450			Cre02.g087450	mitochondrion	Unknown
Cre02.g094350			Cre02.g094350	protein transport nucleus nuclear localization sequence binding NLS-bearing protein import into nucleus nuclear import signal receptor activity protein binding NLS-dependent protein nuclear import complex	Unknown
Cre02.g142352			Cre02.g142352	catalytic activity cytosol mitochondrion RNA binding mitochondrial translation histidine-tRNA ligase activity histidyl-tRNA aminoacylation	Histidine
Cre02.g095057			Cre02.g095057	DNA binding	Unknown
Cre02.g119300			Cre02.g119300	Unknown	Unknown
Cre02.g142200			Cre02.g142200	glutathione transferase activity glutathione metabolic process	Glutathione_Metabolism
Cre02.g116900			Cre02.g116900	Unknown	Unknown
Cre02.g105600			Cre02.g105600	ATP binding protein kinase activity protein phosphorylation	Protein_Kinase_Signalling
Cre02.g093800			Cre02.g093800	cellular oxidant detoxification nucleus thioredoxin-disulfide reductase (NADPH) activity negative regulation of Wnt signaling pathway negative regulation of protein ubiquitination	Redox_Metabolism
Cre02.g099500			Cre02.g099500	intracellular manganese ion homeostasis manganese ion transmembrane transporter activity membrane vacuolar membrane iron ion transmembrane transporter activity iron ion transmembrane transport manganese ion transmembrane transport iron ion transport	Unknown
Cre02.g144000			Cre02.g144000	hydrolase activity metal ion binding hydrolase activity, acting on glycosyl bonds lyase activity cytoplasm pseudouridylate synthase activity pseudouridine synthesis	tRNA_Modification
Cre02.g091600			Cre02.g091600	Unknown	Unknown
Cre02.g118200			Cre02.g118200	membrane	Unknown
Cre02.g089100			Cre02.g089100	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum COPI vesicle coat cytoplasm protein transport cytoplasmic vesicle vesicle-mediated transport Golgi membrane COPI-coated vesicle membrane endoplasmic reticulum to Golgi vesicle-mediated transport Golgi localization	Vesicle_Trafficking
Cre02.g079400			Cre02.g079400	RNA binding nucleic acid binding nucleus	Unknown
Cre02.g141286			Cre02.g141286	DNA binding DNA recombination DNA integration nucleic acid binding	Unknown
Cre02.g109050			Cre02.g109050	RNA binding mitochondrial matrix mitochondrial RNA processing regulation of mitochondrial mRNA stability ribonucleoprotein granule chloroplast	Chloroplast_Function
Cre02.g073650			Cre02.g073650	mRNA splicing, via spliceosome protein ubiquitination ubiquitin-protein transferase activity ubiquitin protein ligase activity Prp19 complex transferase activity nucleus DNA repair DNA damage response mRNA processing RNA splicing cytoplasm U2-type catalytic step 1 spliceosome spliceosomal complex protein binding protein K63-linked ubiquitination	RNA_Splicing
Cre02.g081200			Cre02.g081200	nucleotide binding GTP binding hydrolase activity GTPase activity	Unknown
Cre02.g080800			Cre02.g080800	nucleus DNA-binding transcription factor activity, RNA polymerase II-specific regulation of transcription by RNA polymerase II cis-regulatory region sequence-specific DNA binding response to starvation	Transcription
Cre02.g095103			Cre02.g095103	transferase activity	Unknown
Cre02.g077350			Cre02.g077350	NAD binding metal ion binding oxidoreductase activity oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor L-histidine biosynthetic process histidinol dehydrogenase activity chloroplast amino acid biosynthetic process cytoplasm	Histidine
Cre02.g088650			Cre02.g088650	membrane GPI anchor biosynthetic process nucleus	N_Glycosylation
Cre02.g081850			Cre02.g081850	glycosyltransferase activity	Unknown
Cre02.g075250			Cre02.g075250	Unknown	Unknown
Cre02.g099200			Cre02.g099200	nucleus mRNA processing mRNA cleavage and polyadenylation specificity factor complex	mRNA_3_Processing
Cre02.g142446			Cre02.g142446	Unknown	Unknown
Cre02.g095049			Cre02.g095049	Unknown	Unknown
Cre02.g080050			Cre02.g080050	zinc ion binding DNA binding nucleus metal ion binding	Unknown
Cre02.g098550			Cre02.g098550	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity cytoplasm signal transduction	Serine
Cre02.g144606			Cre02.g144606	Unknown	Unknown
Cre02.g074850			Cre02.g074850	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity nucleus cytoplasm intracellular signal transduction calmodulin binding calcium-dependent protein serine/threonine kinase activity calcium/calmodulin-dependent protein kinase activity	Serine
Cre02.g116600			Cre02.g116600	glycosyltransferase activity Golgi membrane glycoprotein biosynthetic process	Vesicle_Trafficking
Cre02.g080600			Cre02.g080600	ATP binding ATP hydrolysis activity nucleotide binding nucleus cytoplasm membrane protein folding chaperone heat shock protein binding protein refolding endoplasmic reticulum lumen endoplasmic reticulum chaperone complex ERAD pathway	Chaperone
Cre02.g095102			Cre02.g095102	phosphatidylinositol binding endosome membrane vesicle-mediated transport phospholipid binding	Phospholipid_Biosynthesis
Cre02.g147700			Cre02.g147700	hydrolase activity hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	Nitrogen_Assimilation
Cre02.g080650			Cre02.g080650	ATP binding ATP hydrolysis activity protein folding nucleotide binding cytoplasm response to endoplasmic reticulum stress endoplasmic reticulum	Unknown
Cre02.g093252			Cre02.g093252	Unknown	Unknown
Cre02.g100250			Cre02.g100250	SNAP receptor activity SNARE complex membrane protein transport membrane fusion plasma membrane	Vesicle_Trafficking
Cre02.g094400			Cre02.g094400	Unknown	Unknown
Cre02.g091226			Cre02.g091226	ice binding antifreeze activity	Unknown
Cre02.g079550			Cre02.g079550	GTP binding GTPase activity cytoplasm membrane microtubule binding microtubule	Cytoskeleton
Cre02.g075050			Cre02.g075050	membrane transmembrane transporter activity transmembrane transport glycerophosphodiester transmembrane transport	Unknown
Cre02.g147800			Cre02.g147800	Golgi membrane plasma membrane phosphatidylinositol transfer activity phospholipid transport post-Golgi vesicle-mediated transport	Phospholipid_Biosynthesis
Cre02.g077300			Cre02.g077300	RNA binding methyltransferase activity rRNA processing transferase activity methylation nucleolus small-subunit processome rRNA methyltransferase activity histone H2AQ104 methyltransferase activity box C/D sno(s)RNA 3'-end processing rRNA methylation box C/D methylation guide snoRNP complex ribonucleoprotein complex chromatin remodeling	One_Carbon_Metabolism
Cre02.g111300			Cre02.g111300	Unknown	Unknown
Cre02.g087500			Cre02.g087500	Unknown	Unknown
Cre02.g095119			Cre02.g095119	metal ion binding zinc ion binding	Unknown
Cre02.g085150			Cre02.g085150	nucleus DNA binding metal ion binding zinc ion binding transcription cis-regulatory region binding DNA-binding transcription activator activity positive regulation of DNA-templated transcription	Unknown
Cre02.g100876			Cre02.g100876	Unknown	Unknown
Cre02.g141351			Cre02.g141351	Unknown	Unknown
Cre02.g093850			Cre02.g093850	intracellular signal transduction axoneme protein binding	Unknown
Cre02.g096200			Cre02.g096200	Unknown	Unknown
Cre02.g078350			Cre02.g078350	Unknown	Unknown
Cre02.g080850			Cre02.g080850	Unknown	Unknown
Cre02.g088551			Cre02.g088551	Unknown	Unknown
Cre02.g100450			Cre02.g100450	intracellular signal transduction cyclic nucleotide biosynthetic process phosphorus-oxygen lyase activity membrane nucleotide binding lyase activity plasma membrane guanylate cyclase activity cGMP biosynthetic process peptide receptor activity receptor guanylyl cyclase signaling pathway	Unknown
Cre02.g142466			Cre02.g142466	Unknown	Unknown
Cre02.g085900			Cre02.g085900	phosphatidylinositol phosphate biosynthetic process hydrolase activity metal ion binding inositol monophosphate phosphatase activity inositol biosynthetic process inositol monophosphate 1-phosphatase activity inositol metabolic process signal transduction	Inositol
Cre02.g113350			Cre02.g113350	ATP binding protein kinase activity protein phosphorylation protein tyrosine kinase activity cytoplasm signal transduction	Tyrosine
Cre02.g144050			Cre02.g144050	glycosyltransferase activity Golgi membrane glycoprotein biosynthetic process	Vesicle_Trafficking
Cre02.g095075			Cre02.g095075	Unknown	Unknown
Cre02.g145600			Cre02.g145600	Unknown	Unknown
Cre02.g104700			Cre02.g104700	nucleus DNA binding metal ion binding zinc ion binding transcription cis-regulatory region binding DNA-binding transcription activator activity positive regulation of DNA-templated transcription	Unknown
Cre02.g106900			Cre02.g106900	Unknown	Unknown
Cre02.g089237			Cre02.g089237	zinc ion binding ubiquitin protein ligase activity transferase activity metal ion binding cytoplasm ubiquitin ligase complex protein ubiquitination	Ubiquitin_Proteasome
Cre02.g117376			Cre02.g117376	Unknown	Unknown
Cre02.g108350			Cre02.g108350	DNA binding nucleus regulation of DNA-templated transcription DNA-binding transcription factor activity, RNA polymerase II-specific RNA polymerase II cis-regulatory region sequence-specific DNA binding regulation of transcription by RNA polymerase II	Transcription
Cre02.g113376			Cre02.g113376	Unknown	Unknown
Cre02.g074900			Cre02.g074900	lipid binding membrane lipid transport	Unknown
Cre02.g088000			Cre02.g088000	membrane mitochondrion mitochondrial inner membrane mitochondrion organization	Unknown
Cre02.g147300			Cre02.g147300	Unknown	Unknown
Cre02.g090550			Cre02.g090550	hydrolase activity N-acetylglucosamine-6-sulfatase activity heparan sulfate proteoglycan catabolic process	Unknown
Cre02.g114850			Cre02.g114850	protein binding	Unknown
Cre02.g109650			Cre02.g109650	regulation of DNA-templated transcription DNA binding nucleus regulation of transcription by RNA polymerase II DNA-binding transcription factor activity RNA polymerase II cis-regulatory region sequence-specific DNA binding	Transcription
Cre02.g098150			Cre02.g098150	carbohydrate metabolic process kinase activity transferase activity nucleotide binding ATP binding carbohydrate phosphorylation cytosol D-ribulokinase activity D-xylulokinase activity xylulose metabolic process	Protein_Kinase_Signalling
Cre02.g100400			Cre02.g100400	Unknown	Unknown
Cre02.g080000			Cre02.g080000	Unknown	Unknown
